WSJ1829:0	[Silicon Valley] :[/LOCATION] heaved a sigh of relief yesterday .
WSJ1866:27	[Jeffrey Schaefer] :[/PERSON] , the [SIA] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's research director , says that all of his group 's retail-volume statistics could be overstated by as much as five percentage points because corporate buy-backs are sometimes inadvertently included in [Big Board] :[/ORGANIZATION] data .

WSJ1866:29	But `` Friday did n't help things , '' says Mr. [Schaefer] :[/PERSON] .

WSJ1866:30	With the gyrations of recent days , says [Hugo Quackenbush] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , senior vice president at [Charles Schwab] :[/ORGANIZATION] , many small investors are absolutely convinced that `` they should n't play in the stock market . ''

WSJ1866:31	[Joseph Grano] :[/PERSON] , president of retail sales and marketing at [PaineWebber Group Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , still thinks that individual investors will eventually go back into the stock market .

WSJ1866:33	Friday 's plunge , he is telling [PaineWebber] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] brokers , was nothing more than a `` tremendous reaction to leveraged buy-out stocks . ''

WSJ1866:34	Meanwhile , [PaineWebber] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] remains among the leaders in efforts to simply persuade investors to keep giving Wall Street their money .

WSJ1866:35	`` It 's more of an important issue to keep control of those assets , rather than push the investor to move into ( specific ) products such as equities , '' Mr. [Grano] :[/PERSON] says .

WSJ1866:38	[Richard Ross] :[/PERSON] , a market research director for Elrick & amp ; Lavidge in [Chicago] :[/GPE,/GPE/CITY] .

WSJ1866:41	Mr. [Ross] :[/ORGANIZATION] , who has been studying retail investors ' perception of risks in the brokerage industry , said a market plunge like Friday 's `` shatters investors ' confidence in their ability to make any judgments on the market . ''

WSJ1866:42	The long-term outlook for the retail brokerage business is `` miserable , '' Mr. [Ross] :[/PERSON] declares .

WSJ1868:0	[John V. Holmes] :[/PERSON] , an investment-newsletter publisher , and three venture-capital firms he organized were enjoined from violating the registration provisions of the securities laws governing investment companies .

WSJ1868:1	As part of an agreement that settled charges brought by the [Securities and Exchange Commission] :[/ORGANIZATION] , a receiver was also appointed for the three venture-capital firms .

WSJ1868:2	Mr. [Holmes] :[/PERSON] was the subject of a page one profile in [The Wall Street Journal] :[/WORK_OF_ART,/WORK_OF_ART/BOOK] in 1984 , after the [SEC] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] questioned him about ties between him and companies he touted in a newsletter .

WSJ1868:3	In 1986 , in another consent agreement with the [SEC] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] , Mr. [Holmes] :[/PERSON] was enjoined from violating the stock-registration and anti-fraud provisions of the securities laws .

WSJ1868:4	Without any admission or denial of guilt by Mr. Holmes , that agreement settled [SEC] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] charges that Mr. [Holmes] :[/PERSON] sold unregistered securities and misled investors .

WSJ1868:5	In charges filed last week in federal district court in Charlotte , [N.C.] :[/LOCATION] , the [SEC] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] alleged that [Venture Capitalists Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , [Venture Finance Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [New Ventures Fund Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , all of [Charlotte] :[/GPE,/GPE/CITY] , failed repeatedly to file proper documents .

WSJ1868:6	The [SEC] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] also charged that Mr. [Holmes] :[/PERSON] acted as an officer or director of [New Ventures] :[/ORGANIZATION] , in violation of his previous consent agreement .

WSJ1868:7	`` Some companies were delinquent in filings and other actions , all of which cost money , '' Mr. [Holmes] :[/PERSON] said .

WSJ1868:8	Two of Mr. [Holmes] :[/PERSON] 's business associates who worked for [Venture Capitalists] :[/ORGANIZATION] , [Kimberly Ann Smith] :[/ORGANIZATION] and [Frederick Byrum] :[/PERSON] , also consented to being enjoined from violations of registration provisions of the securities laws .

WSJ1868:9	Ms. [Smith] :[/ORGANIZATION] also agreed to a permanent injunction barring her from acting as an officer , director or investment adviser of any mutual fund , unit investment trust or face-amount certificate company .

WSJ1868:10	Mr. [Byrum] :[/PERSON] and Ms. [Smith] :[/ORGANIZATION] could n't be reached for comment .

WSJ1873:0	[Monsanto Co.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] unit , is launching a program to give consumers more information about its [drugs] :[/SUBSTANCE] when doctors prescribe them .

WSJ1873:2	The sheets tell how the [medicine] :[/SUBSTANCE/DRUG,/SUBSTANCE] works , describe how to use it and list its possible side effects .

WSJ1873:3	They are designed to be given to patients by their doctors when the [medicines] :[/SUBSTANCE/DRUG,/SUBSTANCE] are prescribed and include space for the doctor to write special instructions .

WSJ1873:4	In addition , [Searle] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] will give pharmacists brochures on the use of prescription [drugs] :[/SUBSTANCE/DRUG,/SUBSTANCE] for distribution in their stores .

WSJ1873:5	Consumer groups have long advocated that [drug] :[/SUBSTANCE] companies and doctors make more information available to patients .

WSJ1873:6	`` We believe that every [drug] :[/SUBSTANCE] that 's marketed to a consumer should have a consumer label , '' said [Douglas Teich] :[/ORGANIZATION] of the [Public Citizen Health Research Group] :[/ORGANIZATION] , a [Ralph Nader] :[/PERSON] affiliate .

WSJ1873:7	Dr. [Teich] :[/PERSON] said [Searle] :[/ORGANIZATION] is `` the only company I know that voluntarily '' will make consumer information available .

WSJ1873:9	`` We think it 's very important to provide as much information as possible on the [drugs] :[/SUBSTANCE/DRUG,/SUBSTANCE] consumers take , '' said [Searle] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] Chairman [Sheldon Gilgore] :[/PERSON] .

WSJ1874:1	Early yesterday , bonds rose as investors rushed to buy [Treasury] :[/ORGANIZATION] securities on the prospect that stocks would plummet in the aftermath of the massive [California] :[/GPE,/GPE/STATE_PROVINCE] earthquake .

WSJ1874:4	With stocks not a major focus , `` we 're waiting for the next guiding light , '' said [Brian J. Fabbri] :[/PERSON] , chief economist at [Midland Montagu Securities Inc .] :[/ORGANIZATION/CORPORATION,/ORGANIZATION]

WSJ1874:6	The [Treasury] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] 's benchmark 30-year bond , which jumped 3\/8 point , or about $ 3.75 for each $ 1,000 face amount , during the first hour of trading , ended little changed .

WSJ1874:10	[RJR Holdings Capital Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 's 14.7 % bonds due 2009 fell one point .

WSJ1874:11	Other [RJR] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] issues fell between 1\/2 point and 1 point .

WSJ1874:12	In the latest sign of how difficult it is to place certain junk bonds , [Continental Airlines] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] said it was forced to scale back the size of its latest offering .

WSJ1874:13	[Continental] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , a unit of [Texas Air Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , slashed the size of its note offering from $ 150 million to $ 71 million .

WSJ1874:16	A [Continental] :[/ORGANIZATION] spokeswoman said the notes may be offered at a later date .

WSJ1874:21	Supply troubles were also on the minds of [Treasury] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] investors yesterday , who worried about the flood of new government securities coming next week .

WSJ1874:22	`` We 're being bombarded by new [Treasury] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] and agency debt offerings , '' said [William Sullivan Jr.] :[/PERSON] , director of money-market research at [Dean Witter Reynolds Inc .] :[/ORGANIZATION/CORPORATION,/ORGANIZATION]

WSJ1874:24	In addition to the $ 15.6 billion of Treasury bills to be sold at next week 's regular Monday auction , the government will sell $ 10 billion of new two-year [Treasury] :[/GPE/COUNTRY,/GPE,/SUBSTANCE/DRUG,/GPE/CITY,/ORGANIZATION/GOVERNMENT,/LOCATION/REGION,/LOCATION,/FACILITY/AIRPORT,/LANGUAGE,/FACILITY/HIGHWAY_STREET,/PRODUCT,/PLANT,/SUBSTANCE/FOOD,/SUBSTANCE,/WORK_OF_ART,/ORGANIZATION,/EVENT,/GAME,/LOCATION/RIVER,/PRODUCT/WEAPON,/ORGANIZATION/EDUCATIONAL,/EVENT/WAR,/DISEASE,/PERSON,/FACILITY,/CONTACT_INFO,/CONTACT_INFO/url,/SUBSTANCE/CHEMICAL,/FACILITY/ATTRACTION,/GPE/STATE_PROVINCE,/LAW,/PRODUCT/VEHICLE,/ORGANIZATION/POLITICAL,/ORGANIZATION/RELIGIOUS,/WORK_OF_ART/SONG,/EVENT/HURRICANE] notes .

WSJ1874:25	And [Resolution Funding Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] said late yesterday that it will sell $ 4.5 billion of 30-year bonds Wednesday .

WSJ1874:26	[Refcorp] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] is the financing unit of [Resolution Trust Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , a new government agency created to rescue the nation 's troubled thrifts .

WSJ1874:29	In the municipal market , all eyes were on [California] :[/GPE,/GPE/STATE_PROVINCE] debt as investors tried to gauge the financial ramifications of Tuesday 's earthquake .

WSJ1874:30	But traders said the quake had only a minor impact on the trading of [California] :[/GPE,/GPE/STATE_PROVINCE] state and local municipal debt .

WSJ1874:31	`` There are certain bonds traders refer to as ` earthquake ' bonds because the ( issuers ) are on top of the [San Andreas] :[/GPE,/GPE/CITY] fault , '' said [Zane Mann] :[/PERSON] , editor of the [California Municipal Bond Advisor] :[/ORGANIZATION] , a newsletter for investors .

WSJ1874:34	`` Insurance companies will foot a substantial amount of the bill to reconstruct [San Francisco] :[/GPE,/GPE/CITY] , '' said [Charles Lieberman] :[/PERSON] , chief economist at [Manufacturers Hanover Securities Corp .] :[/ORGANIZATION]

WSJ1874:35	He also expects the performance of municipals to lag Treasurys as [California] :[/GPE,/GPE/STATE_PROVINCE] is forced to issue new debt over time to repair public facilities .

WSJ1874:36	[Northern California] :[/GPE] affected by the quake .

WSJ1874:37	[Treasury] :[/ORGANIZATION] Securities

WSJ1874:38	[Treasury] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] bonds ended narrowly mixed in quiet trading .

WSJ1874:44	The [Continental] :[/ORGANIZATION] junk bond offering , underwritten by [Drexel Burnham Lambert Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , was the only new issue priced yesterday .

WSJ1874:48	[Chemical Securities Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] is acting as agent for the seller .

WSJ1874:49	Meanwhile , some [California] :[/GPE,/GPE/STATE_PROVINCE] issues were down a touch more than the broad market , but traders said there had n't been much investor selling because of the quake .

WSJ1874:50	But [New York City] :[/GPE,/GPE/CITY] general obligation bonds came under selling pressure .

WSJ1874:53	[Washington] :[/GPE,/GPE/CITY] , [D.C.] :[/GPE,/GPE/CITY] , topped the competitive slate yesterday with a sale of $ 200 million of general obligation tax revenue anticipation notes .

WSJ1874:54	In late trading , [New Jersey Turnpike Authority] :[/FACILITY] 's 7.20 % issue of 2018 was off 1\/4 point at 98 bid .

WSJ1874:58	There was no appreciable market impact from the [California] :[/GPE,/GPE/STATE_PROVINCE] earthquake .

WSJ1874:60	The [Federal Home Loan Mortgage Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [Federal National Mortgage Association] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , two dominant issuers of mortgage securities , have a sizable amount of [California] :[/GPE,/GPE/STATE_PROVINCE] home loans in their mortgagebacked pools .

WSJ1874:62	And because [Northern California] :[/GPE,/GPE/STATE_PROVINCE] home prices are so high , loans from the region often are too large to be included in [Freddie Mac] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] and [Fannie Mae] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] pools .

WSJ1874:63	Meanwhile , [Government National Mortgage Association] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 9 % securities for November delivery ended at 97 , unchanged .

WSJ1874:64	[Freddie Mac] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] 9 % securities were at 97 , down 1\/32 .

WSJ1874:65	In derivative markets , [Fannie Mae] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] issued two $ 400 million real estate mortgage investment conduits backed by its 9 % securities .

WSJ1874:68	The [Treasury] :[/ORGANIZATION/GOVERNMENT,/ORGANIZATION] 's 11 % bond due 2003\/2007 fell 11\/32 to 111 to yield 10.08 % , while the 12 % notes due 1995 were down 7\/32 to 103 to yield 11.04 % .

WSJ1874:70	Several key economic figures are due out and Chancellor of the Exchequer [Nigel Lawson] :[/PERSON] is scheduled to give the annual `` [Mansion House] '' address to the financial community .

WSJ1874:72	Economists do n't expect any such changes in this year 's address , given Mr. [Lawson] :[/PERSON] 's apparent reluctance to adjust policy currently .

WSJ1874:74	[Japan] :[/GPE/COUNTRY,/GPE] 's bellwether 4.6 % bond due 1998 ended on brokers ' screens at 95.75 to yield 5.315 % .

WSJ1874:75	In [West Germany] :[/GPE] , investors stayed on the sidelines as the bond market searched for direction .

WSJ2060:0	[Corning Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] posted a 38 % decline in third-quarter net income to $ 76.5 million , or 80 cents a share , from $ 123.9 million , or $ 1.37 a share , a year earlier .

WSJ2060:1	The year-earlier figure included a one-time gain of $ 59.9 million from the sale of [Corning] :[/ORGANIZATION] 's stakes in Japanese businesses .

WSJ2060:6	[Corning] :[/ORGANIZATION] 's chairman and chief executive officer , [James R. Houghton] :[/PERSON] , said operating performance continued to be strong in the telecommunications and health and science segments .

WSJ2060:8	As for joint ventures , Mr. [Houghton] :[/PERSON] said profit was `` essentially flat '' due primarily to a slow recovery at [Samsung-Corning Co.] :[/ORGANIZATION] in [Korea] :[/GPE] following a strike at a major customer and the disruption of shipments to [China] :[/GPE/COUNTRY,/GPE] .

WSJ2060:10	In [New York Stock Exchange] :[/ORGANIZATION] composite trading , [Corning] :[/ORGANIZATION] closed at $ 38.50 , down 75 cents .

WSJ1911:0	[Arkla Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] said that as part of a program to improve profitability it will take a total of $ 189 million in after-tax charges by year end .

WSJ1911:2	The [Shreveport] :[/GPE,/GPE/CITY] , La . , natural gas company said the charges , though partially offset by a one-time gain from the offering , will result in a full-year after-tax loss .

WSJ1911:4	[Arkla] :[/ORGANIZATION] said it will report $ 179 milllion in one-time charges against continuing operations for the third quarter , reflecting settlement of certain natural gas contracts .

WSJ1911:6	Arkla said its initial offering of 18 % of [Arkla Exploration Co.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] is expected to result in a net gain of about $ 90 million , which will be used to pay down [Arkla] :[/ORGANIZATION] debt .

WSJ1911:7	[Arkla Exploration] :[/ORGANIZATION] owns sizable [gas] :[/SUBSTANCE] and crude-oil reserves in the [South] :[/LOCATION] and [Southwest] :[/LOCATION] .

WSJ1915:0	[Wall Street Journal] :[/WORK_OF_ART,/WORK_OF_ART/BOOK] reporters called companies with headquarters or facilities in the [Bay area] :[/LOCATION] in a bid to assess the damage to their operations caused by Tuesday 's earthquake .

WSJ1915:3	[ADIA SERVICES INC.] :[/WORK_OF_ART] , [Menlo Park] :[/GPE] , temporary personnel agency , annual sales of $ 504 million , OTC , said all 30 offices in [Bay area] :[/LOCATION] were working , but in various states of disarray .

WSJ1915:5	[ADVANCED MICRO DEVICES INC.] :[/ORGANIZATION] , [Sunnyvale] :[/GPE,/GPE/CITY] , integrated circuit maker , annual sales of $ 1.12 billion , [NYSE] :[/ORGANIZATION] , had only minor structural damage .

WSJ1915:7	[AMDAHL CORP.] :[/PERSON] , [Sunnyvale] :[/GPE] , computer maker , annual sales of $ 1.8 billion , [Amex] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , was closed yesterday and no damage estimates were available .

WSJ1915:8	[AMERICAN BUILDING MAINTENANCE INDUSTRIES Inc.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , [San Francisco] :[/GPE,/GPE/CITY] , provider of maintenance services , annual revenue of $ 582 million , [NYSE] :[/PERSON] , had some damage to headquarters and lost phone service , but operations were moved to a branch office and are running smoothly thanks to a decentralized computer system the company had developed before the quake .

WSJ1915:9	[AMERICAN PRESIDENT COS.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , [Oakland] :[/GPE,/GPE/CITY] , shipping concern , annual sales of $ 2.2 billion , [NYSE] :[/ORGANIZATION] , had little damage to the cranes , dock or rail track at its container-ship facility near the collapsed [Route 880] overpass .

WSJ1915:11	[ANACOMP INC.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] , [Indianapolis] :[/GPE,/GPE/CITY] , [NYSE] :[/PERSON] , said its [Xidex Corp.] :[/ORGANIZATION/CORPORATION,/ORGANIZATION] unit , a [Sunnyvale] :[/GPE,/GPE/CITY] maker of computer disks and microfilm with annual sales of $ 637 million , had only minor damage and is fully operational .
